term,mean,sd,lowerCI,lowerQ,median,upperQ,upperCI,trait
cf.T0,0.8133801300168638,3.7242283400645184,-4.145230749976629,-2.263364681224071,0.13667248425244605,3.3444933857834975,8.972644461525757,bc
cf.Tm,26.176682535305684,2.8224778579949787,22.37893148819802,23.771875338165597,26.412031778237704,27.568382905815596,32.578013081441604,bc
cf.q,0.001130172249305247,0.00075801140707221595,4.391632541305749e-4,7.251791506051423e-4,9.389419137360347e-4,0.0013132538097590449,0.0027702262961297056,bc
Topt,21.063083333333335,2.176967407192833,18.1,19.3,21.1,22.1,26.1,bc
