term,mean,sd,lowerCI,median,upperCI,trait,lowerQ,upperQ
cf.T0,8.450253482990842,3.4309255687149958,2.4052429192508997,8.308245009788841,15.2956329498519,lf,NA,NA
cf.Tm,32.21552470412652,3.410309861365966,25.94643337486309,32.0403874950706,39.46715727671146,lf,NA,NA
cf.q,0.40002680384735195,0.1953811499844195,0.1595971266847309,0.3535789574600185,0.9050994736009295,lf,NA,NA
cf.sigma,20.438109264193695,2.8696892895395885,15.681385254393517,20.130834269442,26.98525741620101,lf,NA,NA
deviance,372.8191306538348,3.9272195786075326,367.43742128088786,372.07593272072916,382.4041571005109,lf,NA,NA
sigma_T0,4.979558170876991,2.7270587960915464,0.31725382819452785,4.974039413843156,9.682173354007318,lf,NA,NA
sigma_Tm,5.59964426279748,2.6706003045641826,0.46178899209938207,5.818808277149473,9.761257747248434,lf,NA,NA
sigma_q,0.005000058977777918,0.002885825616239038,2.3313464488370397e-4,0.004969536583562304,0.009756370419980894,lf,NA,NA
Topt,20.333233333333332,2.5268661684535245,15.7,20.2,25.6,lf,18.6,22
Tbreadth,23.76527122113568,4.611557680415575,14.983404357298,23.650029548327552,32.9489479793116,lf,NA,NA
