iteration,cf.T0,cf.Tm,cf.q,Tbreadth,trait
1,13.98961950754909,28.86738062232188,0.7578548842935626,14.877761114772788,lf
2,5.253722753155544,35.92117551698778,0.20607592120260648,30.667452763832237,lf
3,12.773698236841557,34.158856022833334,0.4524182398982216,21.385157785991776,lf
4,14.871366079247007,31.89683243297443,0.4849336795138518,17.025466353727424,lf
5,13.649763916658284,33.11521565610276,0.622830280776021,19.46545173944448,lf
6,12.772364690405857,28.73581819012318,0.5995635624817309,15.963453499717323,lf
7,10.943280971226283,29.538940139691636,0.5891857463002895,18.595659168465353,lf
8,12.196102983727581,31.558646703460923,0.6190125579751523,19.362543719733342,lf
9,7.195802105690383,31.709427819431827,0.37507283079312914,24.513625713741444,lf
10,12.915975708317378,31.472471340400045,0.38661598934271973,18.556495632082665,lf
11,11.992225498785942,34.82581419202885,0.7704030521132812,22.83358869324291,lf
12,10.042333050659865,31.175071690526757,0.44485274550974213,21.132738639866893,lf
13,10.869712611840564,30.518020925111017,0.6029487581051698,19.648308313270455,lf
14,15.291472961229971,33.2390701172809,0.4342127215694065,17.947597156050932,lf
15,16.980112217919494,29.99834664651536,0.7931905773465603,13.018234428595864,lf
16,15.710359948908415,34.94999430450662,0.5700082570497216,19.239634355598202,lf
17,13.76502090279109,30.846678528419297,0.883793766819085,17.081657625628207,lf
18,16.061117201570866,30.428761563658792,0.7878020476458852,14.367644362087926,lf
19,13.38950089170942,30.76850595062364,0.9861609205784808,17.379005058914224,lf
20,14.510546843101144,33.465353004007504,0.6554008428459848,18.954806160906358,lf
21,13.103894135076608,33.36839384181482,0.41372334928724896,20.264499706738214,lf
22,11.79952650355478,30.95134925552839,0.7437991821830587,19.151822751973608,lf
23,14.46155930387729,31.746836074653363,0.7138354847462607,17.285276770776072,lf
24,14.057450640855272,31.021540873266122,0.5741802765941884,16.96409023241085,lf
25,13.347160089518477,30.608764712270503,0.7929996106819087,17.261604622752024,lf
26,11.074858205682938,32.790064093013676,0.6492926264297231,21.71520588733074,lf
27,8.947365607069328,30.75458093372371,0.672291821299106,21.80721532665438,lf
28,16.76563088116683,32.07885884113414,0.7419283210618342,15.31322795996731,lf
29,11.48807182565315,33.245168330592044,0.6180546849159521,21.757096504938893,lf
30,13.145444875638294,30.928003002095558,0.835195144152697,17.782558126457264,lf
31,10.38762994766345,31.555496926958135,0.7032337088533872,21.167866979294686,lf
32,11.569794006613083,28.04759269976925,0.87576511146372,16.477798693156167,lf
33,11.404786052171634,30.724412107909483,0.6201322415894408,19.31962605573785,lf
