term,mean,sd,lowerCI,lowerQ,median,upperQ,upperCI,trait
cf.T0,1.927878123415304,2.52435306152421,-3.007911701205453,0.14988103929137264,2.0890859078215707,3.727683866639685,6.595124983748174,bc
cf.Tm,34.59419259715116,1.7589436148696305,31.642931952455136,33.47135634285994,34.40878625740274,35.55036959165889,38.63984281165886,bc
cf.q,0.0031804089904189847,9.162961550987818e-4,0.0018699782868475683,0.002549770663247742,0.00306630436931092,0.00364243692841515,0.005251268569728885,bc
Topt,18.261373333333335,1.087253476409106,16,17.6,18.3,19,20.3,bc
