"","cf.T0","cf.Tm","Tbreadth","iter"
"295",13,28,15,295
"296",13.4,21.7,8.3,296
"297",10.3,23.8,13.5,297
"298",11.9,24.8,12.9,298
"299",13,22.5,9.5,299
"300",9.3,25.5,16.2,300
"301",14.1,23.4,9.3,301
"302",14.8,26.4,11.6,302
"303",14,25.3,11.3,303
"304",13.2,27.8,14.6,304
"305",12.9,26.5,13.6,305
"306",11.1,24.6,13.5,306
"307",11.8,28.1,16.3,307
"308",15.7,22.9,7.2,308
"309",12.1,22.8,10.7,309
"310",14.4,27.9,13.5,310
"311",17,27.6,10.6,311
"312",13.6,26.5,12.9,312
"313",12.8,28.5,15.7,313
"314",12.7,23.4,10.7,314
"315",12.5,22.4,9.9,315
"316",14.1,26.7,12.6,316
"317",14,22.8,8.8,317
"318",11.4,27.6,16.2,318
"319",15.1,22.2,7.1,319
"320",11.6,23,11.4,320
"321",13.6,22.1,8.5,321
"322",9.8,23.6,13.8,322
"323",11,20.4,9.4,323
"324",13.4,23.1,9.7,324
"325",13.2,22.7,9.5,325
"326",16.9,26.4,9.5,326
"327",12.7,23.3,10.6,327
"328",13.6,26.8,13.2,328
"329",10.8,23.5,12.7,329
"330",13.5,23.9,10.4,330
"331",13.5,25.3,11.8,331
"332",15.3,24.2,8.9,332
"333",14.7,28.1,13.4,333
"334",14.6,22.3,7.7,334
"335",12.4,25.7,13.3,335
"336",15.8,24.3,8.5,336
"337",10.4,26.4,16,337
"338",12.3,24,11.7,338
"339",15.9,24.5,8.6,339
"340",11.3,22.2,10.9,340
"341",12.9,22.7,9.8,341
"342",12.9,25.3,12.4,342
"343",13.2,26.9,13.7,343
"344",10.6,22.6,12,344
"345",15,24,9,345
"346",13.8,24.6,10.8,346
"347",14.1,24,9.9,347
"348",19.9,25.9,6,348
"349",12.6,22.9,10.3,349
"350",13.8,23.5,9.7,350
"351",12.7,29.3,16.6,351
"352",13.4,26.5,13.1,352
"353",12.5,23.2,10.7,353
"354",11.3,21,9.7,354
"355",10.6,24.2,13.6,355
"356",13.9,22.4,8.5,356
"357",10.8,23.1,12.3,357
"358",11.9,23.4,11.5,358
"359",12.6,24.7,12.1,359
"360",12.6,24,11.4,360
"361",13.6,21.9,8.3,361
"362",16.2,28.8,12.6,362
"363",14.3,23.1,8.8,363
"364",9.8,23.3,13.5,364
"365",14.8,30.8,16,365
"366",11.7,26.6,14.9,366
"367",17.6,24.9,7.3,367
"368",14.9,24.7,9.8,368
"369",11.1,22.4,11.3,369
"370",12.3,25.7,13.4,370
"371",13,26.8,13.8,371
"372",13.6,20,6.4,372
"373",13.3,22.9,9.6,373
"374",14.2,22.8,8.6,374
"375",10.9,22.6,11.7,375
"376",12.8,24.1,11.3,376
"377",12.9,26.8,13.9,377
"378",14.5,24.1,9.6,378
"379",14,23.7,9.7,379
"380",13.3,22.3,9,380
"381",17.7,22.8,5.1,381
"382",14.1,23.4,9.3,382
"383",12.8,29.9,17.1,383
"384",14.3,27.5,13.2,384
"385",15.4,24.7,9.3,385
"386",14.8,17.4,2.6,386
"387",13,20.9,7.9,387
"388",13.6,24.7,11.1,388
"389",13.8,26.9,13.1,389
"390",10.9,22.4,11.5,390
"391",16.5,22.7,6.2,391
"392",12,24,12,392
"393",12.5,26.7,14.2,393
"394",12,28.6,16.6,394
"395",13.1,31.6,18.5,395
"396",14.5,25,10.5,396
"397",13.8,24,10.2,397
"398",12.2,26.5,14.3,398
"399",13,21.9,8.9,399
"400",12.6,24.7,12.1,400
"401",14.9,27.2,12.3,401
"402",13.7,20.7,7,402
"403",12.6,25.3,12.7,403
"404",12,26.5,14.5,404
"405",12.3,23.1,10.8,405
"406",12.4,22.4,10,406
"407",12.7,23.7,11,407
"408",15.2,19.5,4.3,408
"409",11.3,23.9,12.6,409
"410",13.1,24.1,11,410
"411",13.7,26.3,12.6,411
"412",13.5,24.1,10.6,412
"413",11.7,25.3,13.6,413
"414",12.9,26.4,13.5,414
"415",13.5,24.2,10.7,415
"416",11.6,24.6,13,416
"417",15.1,23.4,8.3,417
"418",14.3,24.2,9.9,418
"419",11.8,23.2,11.4,419
"420",14,23.3,9.3,420
"421",12.3,24.2,11.9,421
"422",13.1,24,10.9,422
"423",14.2,23.4,9.2,423
"424",11.7,24.7,13,424
"425",13.3,24.5,11.2,425
"426",14.2,23.7,9.5,426
"427",11.1,20,8.9,427
"428",14.6,26.6,12,428
"429",10.7,24.8,14.1,429
"430",11.9,26.7,14.8,430
"431",11.8,24.7,12.9,431
"432",13.2,26.8,13.6,432
"433",13.1,24.1,11,433
"434",14.1,25.6,11.5,434
"435",12.7,22.6,9.9,435
"436",12.1,26.7,14.6,436
"437",14.9,27.4,12.5,437
"438",13.2,22.1,8.9,438
"439",12.9,21,8.1,439
"440",12.4,29,16.6,440
"441",15.6,27.5,11.9,441
"442",14,23.1,9.1,442
"443",14.9,25,10.1,443
"444",12.9,21,8.1,444
"445",12.1,27.3,15.2,445
"446",12.8,25.6,12.8,446
"447",11.6,22.4,10.8,447
"448",13.7,22.9,9.2,448
"449",12,24.5,12.5,449
"450",13.1,23.3,10.2,450
"451",12.8,24.6,11.8,451
"452",14.2,24.3,10.1,452
"453",12.7,25.2,12.5,453
"454",13.5,25.6,12.1,454
"455",10.8,25.3,14.5,455
"456",11.1,26.4,15.3,456
"457",13.2,22.7,9.5,457
"458",12.4,21.4,9,458
"459",12.5,25.2,12.7,459
"460",12.1,27.4,15.3,460
"461",11.4,23,11.6,461
"462",15.4,24.8,9.4,462
"463",12.9,23.6,10.7,463
"464",12.9,23.6,10.7,464
"465",13.7,23.8,10.1,465
"466",11.9,22.7,10.8,466
"467",12.3,26.4,14.1,467
"468",14.4,25.3,10.9,468
"469",13,21,8,469
"470",13.2,27,13.8,470
"471",14.1,26.3,12.2,471
"472",12.3,25.2,12.9,472
"473",12,25.1,13.1,473
"474",14.4,21,6.6,474
"475",14.1,22.4,8.3,475
"476",12.9,20,7.1,476
"477",18.3,23.8,5.5,477
"478",13.9,23.3,9.4,478
"479",13.6,24.5,10.9,479
"480",13.8,22.8,9,480
"481",16.5,23.3,6.8,481
"482",13.2,27.2,14,482
"483",13.5,21.5,8,483
"484",10.9,23.4,12.5,484
"485",14.2,26.3,12.1,485
"486",11.9,22.7,10.8,486
"487",10.5,20.6,10.1,487
"488",14.6,24.3,9.7,488
"489",14.5,25.4,10.9,489
"490",12.4,23.9,11.5,490
"491",15.2,27.1,11.9,491
"492",12.9,22.7,9.8,492
"493",12.4,24,11.6,493
"494",13.9,23.7,9.8,494
"495",13.9,25,11.1,495
"496",13.5,29.6,16.1,496
"497",14.2,27.5,13.3,497
"498",15.6,23.5,7.9,498
"499",13.7,24.8,11.1,499
"500",13.8,26.1,12.3,500
"501",16.3,26.7,10.4,501
"502",12.9,21.6,8.7,502
"503",13.6,23.6,10,503
"504",14.3,23.9,9.6,504
"505",14.3,24.3,10,505
"506",14.4,26.3,11.9,506
"507",12.8,26.6,13.8,507
"508",13.9,22.9,9,508
"509",13.7,24.5,10.8,509
"510",11.9,22.3,10.4,510
"511",16,26.9,10.9,511
"512",12,22.6,10.6,512
"513",12.9,21.8,8.9,513
"514",13.1,24.8,11.7,514
"515",13.9,24.6,10.7,515
"516",13.6,26.5,12.9,516
"517",10.8,24.4,13.6,517
"518",12.8,27.7,14.9,518
"519",16.3,28.5,12.2,519
"520",12.6,26.9,14.3,520
"521",12.8,25,12.2,521
"522",13.2,19.8,6.6,522
"523",12.9,26.1,13.2,523
"524",15.7,28.4,12.7,524
"525",14,23.6,9.6,525
"526",10.9,23.7,12.8,526
"527",10.5,21.8,11.3,527
"528",13.5,24.1,10.6,528
"529",13.6,27.1,13.5,529
"530",14,24.3,10.3,530
"531",13.8,23.9,10.1,531
"532",11.5,22.6,11.1,532
"533",12.8,23.6,10.8,533
"534",13.7,26.4,12.7,534
"535",13.6,27,13.4,535
"536",12.1,20.7,8.6,536
"537",13.5,21.1,7.6,537
"538",12.8,23.9,11.1,538
"539",12.6,27.7,15.1,539
"540",11.5,22.7,11.2,540
"541",13.5,22.5,9,541
"542",12.1,21.6,9.5,542
"543",14.1,27.2,13.1,543
"544",14.1,24.7,10.6,544
"545",12.2,18.5,6.3,545
"546",10.3,26.7,16.4,546
"547",10.6,28,17.4,547
"548",16.4,25.1,8.7,548
"549",12.7,24.8,12.1,549
"550",13.1,23.3,10.2,550
"551",12.4,21.7,9.3,551
"552",13.1,22.6,9.5,552
"553",12.9,22.3,9.4,553
"554",11.8,26.7,14.9,554
"555",13.9,27.1,13.2,555
"556",17.1,24.6,7.5,556
"557",13.5,24.1,10.6,557
"558",11.5,22.3,10.8,558
"559",13.1,23.4,10.3,559
"560",13.3,25.5,12.2,560
"561",13.4,22.7,9.3,561
"562",15.6,21.1,5.5,562
"563",10.9,22.2,11.3,563
"564",11.4,20.8,9.4,564
"565",13.7,23.2,9.5,565
"566",13.7,27.1,13.4,566
"567",15.3,23.1,7.8,567
"568",14.5,24.3,9.8,568
"569",13.7,29,15.3,569
"570",13.6,22.4,8.8,570
"571",11.4,24,12.6,571
"572",13.8,22.9,9.1,572
"573",15.1,21.1,6,573
"574",14.3,21.4,7.1,574
"575",13.6,24.6,11,575
"576",14.7,24.1,9.4,576
"577",9.8,21.3,11.5,577
"578",12.8,21.7,8.9,578
"579",14.3,22.1,7.8,579
"580",13,21.7,8.7,580
"581",13.2,31.6,18.4,581
"582",13.4,24.3,10.9,582
"583",13.4,27.1,13.7,583
"584",12.3,28.7,16.4,584
"585",13.8,25.8,12,585
"586",14.5,22.6,8.1,586
"587",14.2,32.5,18.3,587
"588",11.3,25.7,14.4,588
"589",13.4,23.1,9.7,589
"590",12.9,23.1,10.2,590
"591",13.9,24.2,10.3,591
"592",12.6,23.1,10.5,592
"593",12.5,26.2,13.7,593
"594",10.6,27.8,17.2,594
"595",11.5,24.3,12.8,595
"596",12.6,23.8,11.2,596
"597",13.5,24,10.5,597
"598",13.1,20.8,7.7,598
"599",11.6,29,17.4,599
"600",14.7,27,12.3,600
"601",15.5,25.5,10,601
"602",14.7,23.7,9,602
"603",13.2,24.7,11.5,603
"604",12.6,27,14.4,604
"605",12.8,21.5,8.7,605
"606",12.8,26.9,14.1,606
"607",13.2,24.4,11.2,607
"608",14.4,22.1,7.7,608
"609",13.2,23.9,10.7,609
"610",12.1,21.4,9.3,610
"611",13.6,29.6,16,611
"612",15.3,26.9,11.6,612
"613",11.8,22.9,11.1,613
"614",12.4,24.7,12.3,614
"615",12.3,26.8,14.5,615
"616",13.6,25.9,12.3,616
"617",15.6,20.3,4.7,617
"618",14.5,26.8,12.3,618
"619",11.6,23.2,11.6,619
"620",15.5,25,9.5,620
"621",13.7,27.3,13.6,621
"622",11.9,22.2,10.3,622
"623",13.8,24.6,10.8,623
"624",17.1,27.2,10.1,624
"625",15.2,22.7,7.5,625
"626",14,23.5,9.5,626
"627",14,25.7,11.7,627
"628",14.6,21.9,7.3,628
"629",13.4,25.3,11.9,629
"630",13.9,25,11.1,630
"631",12.7,25.3,12.6,631
"632",15.4,26.6,11.2,632
"633",15,22.5,7.5,633
"634",14.5,22.9,8.4,634
"635",9.6,22.2,12.6,635
"636",11.3,21.8,10.5,636
"637",12,27.4,15.4,637
"638",12.1,21.9,9.8,638
"639",14.1,22,7.9,639
"640",14.2,21,6.8,640
"641",14.2,25.1,10.9,641
"642",9.8,24.1,14.3,642
"643",13.8,23.7,9.9,643
"644",10.5,25.9,15.4,644
"645",13.3,25.6,12.3,645
"646",13.9,26.6,12.7,646
"647",13.5,22.7,9.2,647
"648",14.6,22.4,7.8,648
"649",12.3,23.4,11.1,649
"650",12.4,26.9,14.5,650
"651",13,23.5,10.5,651
"652",13.2,23.3,10.1,652
"653",11.7,22.1,10.4,653
"654",18.8,27,8.2,654
"655",15.9,23.1,7.2,655
"656",13,21.4,8.4,656
"657",14.4,24.8,10.4,657
"658",13.6,22.4,8.8,658
"659",14,22.4,8.4,659
"660",13.5,23.6,10.1,660
"661",13.4,23.7,10.3,661
"662",15.3,23.2,7.9,662
"663",10.4,26.1,15.7,663
"664",12.5,21.3,8.8,664
"665",13.6,26.7,13.1,665
"666",14.9,28.3,13.4,666
"667",11,24.5,13.5,667
"668",10.4,26.9,16.5,668
"669",12.8,25.2,12.4,669
"670",13.5,20.6,7.1,670
"671",13.7,23,9.3,671
"672",11.2,23.5,12.3,672
"673",11.1,23.4,12.3,673
"674",13.1,24,10.9,674
"675",11.2,23.5,12.3,675
"676",13.8,26.1,12.3,676
"677",12.6,21.6,9,677
"678",16,25.2,9.2,678
"679",11.2,21.8,10.6,679
"680",12.1,24.8,12.7,680
"681",14.6,23.2,8.6,681
"682",13.5,24,10.5,682
"683",13.5,28.6,15.1,683
"684",12.7,25.2,12.5,684
"685",12.5,22,9.5,685
"686",13.6,23.1,9.5,686
"687",13.6,26.9,13.3,687
"688",13.6,24,10.4,688
"689",11.5,25.2,13.7,689
"690",13,26.1,13.1,690
"691",12,22.8,10.8,691
"692",13.1,23.1,10,692
"693",13.5,23.1,9.6,693
"694",12.3,28.7,16.4,694
"695",14.4,21.5,7.1,695
"696",12.3,23.2,10.9,696
"697",12.7,22.9,10.2,697
"698",12.1,22.9,10.8,698
"699",13.2,23.2,10,699
"700",13.5,19.4,5.9,700
"701",13.6,23.4,9.8,701
"702",12.6,25.9,13.3,702
"703",12.4,26.9,14.5,703
"704",11.1,26.6,15.5,704
"705",13,24.9,11.9,705
"706",11.9,25,13.1,706
"707",14.6,24.1,9.5,707
"708",13.3,23.4,10.1,708
"709",12.6,24.3,11.7,709
"710",11.8,23.4,11.6,710
"711",13.5,25,11.5,711
"712",12.5,26.8,14.3,712
"713",14.5,26.6,12.1,713
"714",12.4,22.8,10.4,714
"715",13.8,23.5,9.7,715
"716",13.1,26.4,13.3,716
"717",12.4,24.2,11.8,717
"718",13.3,24.2,10.9,718
"719",11.3,23.5,12.2,719
"720",11.2,26.4,15.2,720
"721",16.3,24.3,8,721
"722",14.3,24.8,10.5,722
"723",13.2,21,7.8,723
"724",13.6,22.9,9.3,724
"725",11.9,27.5,15.6,725
"726",13,24.5,11.5,726
"727",16.6,24.7,8.1,727
"728",12.1,24.2,12.1,728
"729",13.3,22.7,9.4,729
"730",11.8,27.6,15.8,730
"731",13.9,27.3,13.4,731
"732",15,26.7,11.7,732
"733",11.9,26.1,14.2,733
"734",15.2,20.9,5.7,734
"735",14.5,27.8,13.3,735
"736",12.8,23.4,10.6,736
"737",13.3,22.9,9.6,737
"738",13.8,23.7,9.9,738
"739",12.7,26.8,14.1,739
"740",13.7,21.2,7.5,740
"741",12.8,23.4,10.6,741
"742",11.5,27,15.5,742
"743",13.3,24.6,11.3,743
"744",11,31.3,20.3,744
"745",12.7,23.4,10.7,745
"746",15,23.4,8.4,746
"747",13.5,27.8,14.3,747
"748",14.1,21.8,7.7,748
"749",15.1,28.8,13.7,749
"750",14.3,22.9,8.6,750
"751",15.7,26.5,10.8,751
"752",13.9,23.2,9.3,752
"753",13.1,22.3,9.2,753
"754",12.6,21.8,9.2,754
"755",11.9,25.2,13.3,755
"756",12.7,26.8,14.1,756
"757",14.8,24.3,9.5,757
"758",12.6,27.3,14.7,758
"759",14.3,24.4,10.1,759
"760",14,18.8,4.8,760
"761",15.8,25.3,9.5,761
"762",14.9,22.8,7.9,762
"763",13.2,21.8,8.6,763
"764",12.3,26.9,14.6,764
"765",16.6,23.3,6.7,765
"766",13.9,19.3,5.4,766
"767",13,24.8,11.8,767
"768",13.2,24.8,11.6,768
"769",10.8,27.9,17.1,769
"770",14.4,23.5,9.1,770
"771",12.4,27.2,14.8,771
"772",15.5,24.2,8.7,772
"773",16.9,22.2,5.3,773
"774",13.1,23.2,10.1,774
"775",12.5,24.5,12,775
"776",13.2,25.7,12.5,776
"777",17.7,23.2,5.5,777
"778",13.5,26.3,12.8,778
"779",15.4,23.2,7.8,779
"780",14.4,23.1,8.7,780
"781",12.8,23.5,10.7,781
"782",16.9,21.4,4.5,782
"783",13.5,24.5,11,783
"784",14.3,21.2,6.9,784
"785",11.2,23,11.8,785
"786",13.5,25.7,12.2,786
"787",13.8,25.9,12.1,787
"788",14.2,24.6,10.4,788
"789",13.2,20.5,7.3,789
"790",13.3,23.3,10,790
"791",13.4,25,11.6,791
"792",11.3,21.9,10.6,792
"793",14.1,20.3,6.2,793
"794",10,26.8,16.8,794
"795",13.9,22.1,8.2,795
"796",11.1,24.7,13.6,796
"797",11.2,28.8,17.6,797
"798",9.3,26,16.7,798
"799",13.9,27.4,13.5,799
"800",15,25.2,10.2,800
"801",15.4,21.9,6.5,801
"802",13.5,23.7,10.2,802
"803",13.5,22.5,9,803
"804",12.9,20.9,8,804
"805",14.1,25.5,11.4,805
"806",14,25.1,11.1,806
"807",14.8,24.8,10,807
"808",13.9,20.3,6.4,808
"809",12.1,28.3,16.2,809
"810",14.4,22.8,8.4,810
"811",13.1,23.3,10.2,811
"812",13.6,22.8,9.2,812
"813",14.8,22.8,8,813
"814",14.4,27.7,13.3,814
"815",11.4,22.6,11.2,815
"816",13,26.7,13.7,816
"817",16.6,26.3,9.7,817
"818",15.1,22,6.9,818
"819",16.3,26.2,9.9,819
"820",12.1,21.4,9.3,820
"821",14.4,23.5,9.1,821
"822",11.6,23.8,12.2,822
"823",14.1,27.9,13.8,823
"824",14.1,22.1,8,824
"825",12.2,26.4,14.2,825
"826",10.6,26.1,15.5,826
"827",11,22.2,11.2,827
"828",14,24.2,10.2,828
"829",13.3,23.4,10.1,829
"830",15.7,26.8,11.1,830
"831",11.8,22.8,11,831
"832",15.5,22.6,7.1,832
"833",12.7,23.2,10.5,833
"834",11,29.6,18.6,834
"835",10.6,21.5,10.9,835
"836",9.6,24.3,14.7,836
"837",11.7,24.4,12.7,837
"838",11.5,24.1,12.6,838
"839",13.1,24.3,11.2,839
"840",14.5,24.4,9.9,840
"841",12.7,25.1,12.4,841
"842",14.4,27.3,12.9,842
"843",12.8,21.9,9.1,843
"844",13.3,24.4,11.1,844
"845",14.8,20.9,6.1,845
"846",17.4,21.1,3.7,846
"847",12.1,25.1,13,847
"848",12.4,24,11.6,848
"849",12,22.9,10.9,849
