term,mean,sd,lowerCI,median,upperCI,trait,lowerQ,upperQ
cf.T0,3.0932803975883014,2.529161867162383,0.10108401358131736,2.492300148169202,9.423455058359218,EV,NA,NA
cf.Tm,36.04936524411294,1.8151389562164704,33.18383320746575,35.75608042217206,40.670459242538655,EV,NA,NA
cf.q,4.033349008532964e-4,8.196718717671789e-5,2.8156517078517534e-4,3.923842614876933e-4,5.88538096303037e-4,EV,NA,NA
cf.sigma,0.1660824896890882,0.032188681116369036,0.11629133605808331,0.16194693000944801,0.24034227356881616,EV,NA,NA
deviance,-35.577411863615545,8.11648344749743,-50.154886801607404,-35.959555964620684,-18.81169267444885,EV,NA,NA
sigma_T0,4.927854641921867,2.4012062464845774,0.44724627487952473,4.901298093548552,9.46721358327758,EV,NA,NA
sigma_Tm,2.237254534768811,1.6543656139387337,0.1273824792666016,1.892136634323618,6.564902535725847,EV,NA,NA
sigma_q,5.4931769778180644e-5,4.882055633772089e-5,1.8246798825720894e-6,4.2399446999235103e-05,1.764864872364302e-4,EV,NA,NA
Topt,29.088833333333334,1.4268362300410777,26.5,29,32.5,EV,28,30
Tbreadth,32.95608484652464,3.3086230003987103,25.514158902581777,33.30655919745615,38.99075094703252,EV,NA,NA
