term,mean,sd,lowerCI,median,upperCI,trait,lowerQ,upperQ
cf.T0,10.226078296919004,4.716944749142529,0.9909704361129904,10.61741683380508,18.417542307433493,lf,NA,NA
cf.Tm,27.064883394713092,1.8589735218839027,22.695996146916407,27.1366573018736,30.77856967661234,lf,NA,NA
cf.q,0.18558829015355296,0.10876306376325945,0.06827005655540766,0.1558131351404229,0.4691296745953706,lf,NA,NA
cf.sigma,31.21127814564308,6.579945545632819,21.891577212099023,30.15377680690964,46.97763688874827,lf,NA,NA
deviance,261.4875037087563,6.170254387356579,252.09358880696428,260.6970600837688,275.9391762489615,lf,NA,NA
sigma_T0,5.468739228684439,2.7272970304009836,0.36884734597128144,5.63844079266626,9.781522385315906,lf,NA,NA
sigma_Tm,2.3163732773719845,2.0557276927015247,0.19371897897554163,1.608586628376563,8.2086717775456,lf,NA,NA
sigma_q,0.0050607343675136114,0.0028848480196992277,2.497902934958221e-4,0.0050980004202407555,0.009731129383214162,lf,NA,NA
Topt,23.056166666666666,1.5502834968048889,19.5,23,26,lf,22.5,24
Tbreadth,16.83880509779409,5.326163976785421,7.591099414456117,16.477874812044554,27.136663891125345,lf,NA,NA
