term,mean,sd,lowerCI,lowerQ,median,upperQ,upperCI,trait
cf.T0,2.1531623241869666,2.953689121240055,-3.4339888288625358,-0.008554090201870812,2.351369233137667,4.29226076911435,7.6463020859543285,c
cf.Tm,38.53461230492003,2.489982801809515,35.383462666607876,36.851976965903404,37.957090428374514,39.54383890876009,45.634570740197546,c
cf.q,0.0026624220428032776,8.182962386904684e-4,0.0013254977261957946,0.0020727885419321596,0.002592845136484166,0.0031569432797696625,0.0044546108633423545,c
Topt,20.3438,1.5592685190672915,17.5,19.4,20.3,21.2,23.9,c
