term,mean,sd,lowerCI,lowerQ,median,upperQ,upperCI,trait
cf.T0,4.73000104626654,4.068589140660159,-3.2525076677697844,1.6931066123566836,5.107844344671938,7.892127287936758,11.626851563973682,EFGC
cf.Tm,39.49318716059853,2.8736341183729706,33.496380300940444,37.562906136496984,39.49906766320776,41.593087945832174,44.52067317524543,EFGC
cf.q,0.22173116466991039,0.09001156988985198,0.10758696428270563,0.15548778925875922,0.20183324671475064,0.26683337175806027,0.4515576793643711,EFGC
Topt,22.111546666666666,1.9376397079087568,18.1,20.8,22.2,23.5,25.6,EFGC
