iteration,cf.T0,cf.Tm,cf.q,trait
1,5.306336077219152,36.78478648120486,0.003661804166061501,c
2,-3.2596586415871585,39.96577138651448,0.0015777174296814592,c
3,4.066586967060173,39.03716514081893,0.002636595810988889,c
4,-2.021634988775421,39.33224777875965,0.001843455587423909,c
5,0.4231808226344036,35.712015472869716,0.0030348890587920015,c
6,3.5460158463901,39.39976720703033,0.0025660062869847836,c
7,0.2396357358748693,40.13490242086224,0.0020326210143060616,c
8,-1.9237672959100265,39.77734824433345,0.001551251879607143,c
9,3.6587689864614177,37.28096287412053,0.0030668720830806457,c
10,3.4272276343557984,40.30030248367231,0.002505486211961435,c
11,-3.5167110735413756,40.24672611217817,0.0017146635917135635,c
12,0.4072314597226505,36.59235403987818,0.00289121880914787,c
13,-1.9620066227545934,38.79035744242853,0.0017255342082363276,c
14,3.979164797727435,38.810536820952045,0.0027188403138564687,c
15,-3.767432171667402,38.509907595027364,0.0017900016475410944,c
16,-0.6329158420113368,38.03665415424662,0.0018558852456428707,c
17,1.8940736524254413,38.36538467361414,0.002560515632335172,c
18,2.2553581328604295,37.29344588949925,0.0026934500056491474,c
19,-0.4514612247781331,37.84285439168627,0.0021240123409453342,c
20,6.6530986402610885,37.47333966936901,0.002085958313323844,c
21,6.461418167406963,36.61622166902199,0.0036278442630398025,c
22,3.600593269976204,35.47467433095708,0.0034206579468577325,c
23,4.226603983169385,36.94810524500104,0.0035578147540907784,c
24,5.709417407873763,35.94282979813394,0.003324415573122802,c
25,1.615917117154682,38.2185702195346,0.002534117845897792,c
26,-1.4995351644042363,39.814976554053644,0.001429843056257816,c
27,0.4982234888596313,40.78237983912835,0.0019426761662596453,c
28,-2.3406240455885463,40.250636628491044,0.0018536207115842588,c
29,5.878633773785554,48.64558125850321,0.0011967881707659984,c
30,2.672556246753098,37.55091854969694,0.00276084998869648,c
31,5.150475175292447,45.08081177132699,0.002240044847592969,c
32,0.7100013245371217,36.42930253725727,0.002586614569661171,c
33,-1.4541468754490223,40.205682232847956,0.0015497563780254018,c
34,1.3819925540071862,40.253782353935605,0.0022901491815556967,c
35,0.6244515789362151,38.06902279113401,0.002379947595531818,c
36,3.4002370129969224,36.81070855561103,0.002474453141088939,c
37,3.4304613040554752,36.13883573529074,0.0025271094183780545,c
38,-2.259465402813305,38.62261281964383,0.0017746313077425656,c
39,1.233602816284984,38.735786352249555,0.002161956246203731,c
40,2.767503182011147,40.306247223605766,0.002355758192139153,c
41,-0.05557604977676123,48.02920567625045,0.0017222708513083503,c
42,3.8096921538637494,37.57629330839878,0.0029045048550853624,c
43,2.5490463617595776,37.59840231420614,0.002681800724098591,c
44,3.5808163905458166,39.178642553785714,0.0027340038405338257,c
45,-1.7496486094001802,44.096244440901316,0.0014449274626181351,c
46,4.123327876989215,37.69501671960426,0.003156617253542081,c
47,2.1253461990670113,39.054709754472896,0.00240702198608301,c
48,1.8133027983381345,38.236231715056206,0.0026491294781949425,c
49,8.18299552258439,36.11343383137263,0.005529763702324842,c
50,0.35603386522362435,43.63305227552146,0.002082965253563284,c
51,3.0865985782965675,36.456466672096404,0.0031865931120379975,c
52,-1.260895862984794,39.899863471730654,0.0021957929563119175,c
53,1.959138745785685,38.452340075837704,0.002532786838502958,c
54,4.792464579313712,37.177963604153426,0.0035263738994827094,c
55,1.334893585581491,37.10525341454758,0.0027003820018172957,c
56,7.56642371420091,39.24280722084754,0.003564247060269822,c
57,2.4668633325174323,39.4099821577109,0.0024202635834287304,c
58,4.7887572054838206,35.725102450776085,0.0030046511789197194,c
59,3.55874941443392,35.48755352443551,0.003498294871128418,c
60,-1.9638539428687043,42.545773711131055,0.0018787435287613476,c
61,-1.9864448204110752,40.84290462596692,0.0018213604148902833,c
62,0.6789069545454804,42.22084062267922,0.0017494781297190253,c
63,-3.117873425757823,38.39450762975514,0.0017321254521770085,c
64,5.7609696385197235,36.36913397695483,0.0038996931470905716,c
65,2.2330558149493696,38.31350131296311,0.0025543404666290084,c
66,1.3084794049374633,37.410094517898294,0.0019351555262576614,c
67,1.3445994172404099,39.39154516193304,0.002460553705888444,c
68,-3.4002703501718914,40.60133576121052,0.0018504173954935756,c
69,1.942012787215356,37.589722494333714,0.002392573788834894,c
70,6.377769054366871,38.31320238466932,0.0023390881287428953,c
71,3.7918033979150074,35.670003477626764,0.0033586119781965126,c
72,3.044716436258259,37.7624293537411,0.0028704977069444982,c
73,0.5284921877662745,40.356940026481965,0.002058520476743303,c
74,7.20763252979417,43.462008511668245,0.0015653210395396343,c
75,4.844132250489828,35.07098029158679,0.003952472951484905,c
76,-2.620430150093908,38.08245294095117,0.0023276158963073815,c
77,2.21408562419451,47.14837266061723,0.0010203494237116426,c
78,-0.8182208421962169,41.5227021865883,0.0017858298195231484,c
79,0.5403186229826096,37.361484261141086,0.0024461431833727905,c
80,4.456745882532642,36.797918588730184,0.003925276568540947,c
