iteration,cf.T0,cf.Tm,cf.q,Tbreadth,traitTreatmentName
1931,7.397108224712661,35.25248249015339,6.742442955943155e-5,27.85537426544073,PDR
1932,9.66169260782754,32.69212461990844,7.736841958862186e-5,23.0304320120809,PDR
1933,13.288246778151379,33.752161926378854,1.4474280937212513e-4,20.463915148227475,PDR
1934,11.190308319552212,41.28772932818648,6.757926887424611e-5,30.097421008634267,PDR
1935,12.619778965111074,36.093706558710814,8.750349057960255e-5,23.47392759359974,PDR
1936,11.33952275761718,54.61443625788941,6.407284600639468e-5,43.27491350027223,PDR
1937,10.573633166990929,33.38861866832947,9.228643725198264e-5,22.81498550133854,PDR
1938,14.100770106381603,50.532370688720484,2.5628945577430892e-5,36.43160058233888,PDR
1939,10.544022488596465,29.494055068992118,8.996030533686678e-5,18.950032580395654,PDR
1940,10.44017401284713,33.12257294270077,9.108297496660035e-5,22.68239892985364,PDR
1941,11.885538590411594,31.619346145872026,1.0592825172257348e-4,19.73380755546043,PDR
1942,12.341689632806732,39.0965210836703,9.353165512311572e-5,26.754831450863563,PDR
1943,13.72086877612949,34.92475749632199,1.0735700230408978e-4,21.203888720192495,PDR
1944,10.334043667580792,48.73140557689699,5.681344283652958e-5,38.397361909316196,PDR
1945,9.301977019398558,33.88525932876624,8.06902917373471e-5,24.583282309367682,PDR
1946,10.736948975630813,48.035284581028044,6.798320093650194e-5,37.29833560539723,PDR
1947,11.696216840450633,29.324198671517404,1.3184868935004856e-4,17.62798183106677,PDR
1948,9.028005891427012,46.82064046945551,5.3778629788143835e-5,37.7926345780285,PDR
1949,11.697816258385556,34.54761415024899,9.914185501351609e-5,22.84979789186343,PDR
1950,11.652367453412479,32.11056832946696,1.1036652680789995e-4,20.458200876054477,PDR
1951,13.067033265332887,34.767153953924854,1.1127439392807871e-4,21.700120688591966,PDR
1952,10.509334375072253,34.37380350514244,7.172386223523692e-5,23.864469130070187,PDR
1953,11.980755947407204,39.21593771221703,8.342356549397272e-5,27.235181764809823,PDR
1954,11.115378686747322,31.844815586324884,9.619206771226292e-5,20.729436899577564,PDR
1955,6.353881844980539,44.04654110190195,3.996361652409675e-5,37.69265925692141,PDR
1956,18.371903077039534,24.919106526207194,8.246897455559876e-4,6.547203449167661,PDR
1957,13.720759510827722,43.42887898609498,7.276610109884631e-5,29.708119475267257,PDR
1958,8.693311015659404,32.45046526067434,7.938332725778854e-5,23.757154245014938,PDR
1959,11.897083068750735,32.135449866303595,8.587682918963173e-5,20.23836679755286,PDR
1960,9.24815102530566,36.890901379201196,7.748865376841401e-5,27.642750353895536,PDR
1961,8.530985713346654,28.318083933547083,9.48232390067498e-5,19.787098220200427,PDR
1962,12.394292286512245,28.75164130463893,1.1304481314356042e-4,16.357349018126683,PDR
1963,11.065385237012919,41.01997474005198,7.507145256153542e-5,29.95458950303906,PDR
