iteration,cf.T0,cf.Tm,cf.q,Tbreadth,trait
1,9.021958348410735,33.1865009939867,0.0066119407162011775,24.164542645575963,pLA
2,11.469005668885316,33.9441774585248,0.006481677401834198,22.475171789639482,pLA
3,10.04128983801803,42.3956819323634,0.004816295175965054,32.35439209434537,pLA
4,10.062159101395574,38.794237364146404,0.00468915702810055,28.732078262750832,pLA
5,11.04204463664252,44.31531341452158,0.004021060425603205,33.27326877787906,pLA
6,10.795930273746398,38.14670467106229,0.0043544384159548855,27.350774397315888,pLA
7,10.173890454006123,39.77354830777034,0.005283690646003272,29.599657853764217,pLA
8,9.941477251843692,37.72685005434477,0.004123910233022322,27.78537280250108,pLA
9,10.93640933283282,42.2500568767981,0.005420590943984095,31.313647543965278,pLA
10,10.703539895490168,38.19757666587693,0.007125227443932472,27.494036770386764,pLA
11,10.39928392493933,35.83800434187355,0.004693091212441679,25.43872041693422,pLA
12,12.143637233345565,34.69558880699756,0.0069271005294825345,22.551951573651998,pLA
13,12.628610256360888,38.9304938139657,0.005851890942917427,26.30188355760481,pLA
14,10.543529596059415,35.291111728831744,0.006734717941338573,24.74758213277233,pLA
15,10.164431318121519,40.61272193611341,0.0039643163414550256,30.44829061799189,pLA
16,11.883414200488932,38.89937467246209,0.006016737072374897,27.015960471973155,pLA
17,10.435109791202274,36.156713562182205,0.005904151681422574,25.721603770979932,pLA
18,11.419174112849056,37.71717595932329,0.0068680451765890625,26.298001846474236,pLA
19,12.159469412174055,43.323148539324954,0.0030548769901276715,31.1636791271509,pLA
20,10.702656296333501,37.81383567651359,0.008563084089256776,27.11117938018009,pLA
21,10.306838372969258,39.176783751424104,0.00563637473558,28.869945378454844,pLA
22,10.984759039026043,32.474997214922105,0.004751768012546403,21.49023817589606,pLA
23,11.16185967571435,36.17007298894778,0.004557780030232645,25.00821331323343,pLA
24,12.16095587422489,31.023756471936977,0.0064852375604242405,18.862800597712088,pLA
25,12.791750784637724,36.43092448702083,0.006693275914036898,23.639173702383108,pLA
26,11.390239961732902,33.68933584419648,0.007296148442672402,22.299095882463575,pLA
27,11.776961603952472,33.70995141004089,0.005035679096321428,21.932989806088415,pLA
28,10.644201957317373,33.14252599793659,0.0072236383809566205,22.498324040619217,pLA
29,10.913117075674583,37.203624925988585,0.004804378747724617,26.290507850314,pLA
30,10.928032524569188,33.67977808846261,0.005632497028989095,22.751745563893422,pLA
31,11.661744465613989,36.642357601659384,0.0044830716543201275,24.980613136045395,pLA
32,11.650602209727762,34.96604985561646,0.008145227693221383,23.3154476458887,pLA
33,10.730747462656835,36.24071113740079,0.005535123421936472,25.50996367474395,pLA
34,11.401714159452855,38.76963168481308,0.007824879831479892,27.367917525360223,pLA
35,12.107047496967569,31.693579685921655,0.00679239944743595,19.586532188954088,pLA
36,11.670061015087729,33.20511382800472,0.005372755617158968,21.53505281291699,pLA
37,11.538113222130526,31.83293062972606,0.007600073962850652,20.294817407595534,pLA
38,11.745500786398713,34.88402429431886,0.005616034285202744,23.138523507920148,pLA
39,11.26737424811235,35.50374922354566,0.0064731338548703965,24.23637497543331,pLA
40,11.585319858809962,34.871463790576115,0.0047014929096933725,23.286143931766155,pLA
41,10.18288848386085,38.387154980477895,0.004542027020398201,28.204266496617045,pLA
42,10.306734302327461,37.56795460085422,0.004186704088239209,27.26122029852676,pLA
43,10.996598687736103,35.4643454424686,0.008657980772212177,24.467746754732495,pLA
44,12.101950181352782,33.64702897173267,0.0069112498686249545,21.545078790379883,pLA
45,10.086501434738452,37.413287267935566,0.004768282563114873,27.326785833197114,pLA
46,11.351034383448795,37.08312623376947,0.00857304585915903,25.732091850320675,pLA
47,11.480412298156425,35.749379903240026,0.005108734278248807,24.268967605083603,pLA
48,11.581224280423783,37.266586522804786,0.006944324786296342,25.685362242381004,pLA
49,11.544302787667855,36.05934169442285,0.006698326948049338,24.515038906754995,pLA
50,12.269201957417133,33.43555354705958,0.006931391462383093,21.166351589642446,pLA
51,11.127580660578351,38.03406067601799,0.006121034777777787,26.906480015439634,pLA
52,11.204328445175573,37.76587019514781,0.004563077284186584,26.56154174997224,pLA
53,12.25087964476415,35.787306044086854,0.006208344365662584,23.536426399322703,pLA
54,10.904290937933803,34.69300042829196,6.460085588854341e-4,23.78870949035816,pLA
55,10.63944508281069,38.22424972270062,0.005500924155236841,27.58480463988993,pLA
56,11.167316095987184,35.97451915693229,0.004814453265869607,24.807203060945106,pLA
57,10.309509660568496,37.112144765640174,0.0038384786521536425,26.80263510507168,pLA
58,10.428179629322358,36.35071050905227,0.00875220519160797,25.922530879729912,pLA
59,11.382663085992768,34.96212935612357,0.006097035605031045,23.5794662701308,pLA
60,15.073273393848389,41.26606580918489,0.005003098628861767,26.1927924153365,pLA
61,10.79579986653042,37.091600204045875,0.006344277411353921,26.295800337515455,pLA
62,11.908849586736263,34.95380245502319,0.006809578443968834,23.044952868286924,pLA
63,11.627308163464921,38.571354238503396,0.007199085395680772,26.944046075038475,pLA
64,10.921298917129052,38.39186546157605,0.005828582338520289,27.470566544447003,pLA
65,9.247240723240305,36.10312946651632,0.005248793236502911,26.85588874327602,pLA
66,11.19646602749531,36.13480324801549,0.005736322450406177,24.938337220520175,pLA
67,12.94198879389217,36.74059962752316,0.006314288094856377,23.79861083363099,pLA
68,10.680178020186663,38.83164942937328,0.0022608916344064017,28.151471409186616,pLA
69,11.870569833369913,36.20123676247238,0.006080570912215414,24.330666929102463,pLA
70,11.949779929521688,38.21648605213694,0.005887709663213269,26.266706122615254,pLA
71,10.854464384152458,33.917768459272,0.006537666704741303,23.06330407511954,pLA
72,9.359041285488594,32.552240247782464,0.004857712833762832,23.19319896229387,pLA
73,10.15653904749862,40.386619217180005,0.003695556481605224,30.230080169681386,pLA
74,12.505802652735344,36.560347476030884,0.005538863858496278,24.05454482329554,pLA
75,11.806362424935974,35.89899612995936,0.0031501655756461058,24.09263370502338,pLA
76,10.703608305463305,34.31704097269493,0.005183091538129151,23.613432667231628,pLA
77,11.22375961417915,34.343969720465445,0.006367877004640051,23.120210106286294,pLA
78,12.081833584697792,34.88901753857875,0.0063222929631110295,22.80718395388096,pLA
79,11.969033622247958,31.53037272349737,0.005058860213453383,19.56133910124941,pLA
80,11.764671752582121,37.14178036014409,0.005213044112770416,25.37710860756197,pLA
81,11.935073397934563,37.15587656983134,0.004393692901870057,25.22080317189678,pLA
82,10.249768685419438,38.17738736830696,0.005674154894704201,27.92761868288752,pLA
83,12.262098261869061,35.11174017783765,0.005319855040827779,22.84964191596859,pLA
84,10.810396519343737,36.12624735040592,0.00345664146871162,25.315850831062182,pLA
85,10.764264203955026,35.16927788982058,0.0040918309077344625,24.40501368586555,pLA
86,10.68077538439093,37.14084436156618,0.0047021792520586395,26.46006897717525,pLA
87,9.131026516193007,33.09897451492171,0.004739318632883627,23.9679479987287,pLA
88,10.944587464131727,33.56261791333119,0.004112338990184502,22.61803044919946,pLA
89,9.680350782493136,34.97458634593085,0.002821762215705845,25.294235563437717,pLA
90,11.297453145199595,34.83673712914756,0.004550496407985717,23.53928398394796,pLA
91,12.353868272094601,34.00537457925667,0.009448411653764737,21.651506307162066,pLA
92,11.782445864422499,38.39692590505413,0.008162534586004057,26.614480040631634,pLA
93,10.730520851745801,39.515102739832486,0.002756850100444699,28.784581888086684,pLA
94,13.675631891687292,31.431939378829412,0.005299188451532257,17.75630748714212,pLA
95,12.625098266593861,34.386943095182126,0.0044921295765220776,21.761844828588266,pLA
96,11.72600771601545,30.650367991144474,0.006531725047319305,18.924360275129025,pLA
97,10.700758547481765,35.133099184036205,0.00627263794118027,24.43234063655444,pLA
98,11.871839158600478,38.001851568675235,0.006435412690480989,26.130012410074755,pLA
99,12.010005260961819,37.02496596938494,0.004585934996677058,25.014960708423118,pLA
100,11.173060433426679,42.80928497850728,0.00469979348589586,31.6362245450806,pLA
101,12.186117544856073,36.78640118505453,0.005979617269311037,24.600283640198455,pLA
102,11.429115184675743,33.546052236056696,0.006166191362840095,22.11693705138095,pLA
103,11.562927348149943,37.178707450603156,0.00588684676692738,25.615780102453215,pLA
104,10.643198712168148,37.59599689793197,0.0050261105644555625,26.952798185763818,pLA
105,10.34736896362481,37.11573220193606,0.007032560534683158,26.768363238311252,pLA
106,11.48860194466116,38.5865921738044,0.0045198024501339525,27.09799022914324,pLA
107,10.994576041623507,36.78082188140784,0.0044212593978756876,25.786245839784332,pLA
108,11.107459090693073,34.54508956937251,0.005084755508922118,23.437630478679434,pLA
109,11.361752043320356,39.20159750295156,0.0054358675034307455,27.8398454596312,pLA
110,11.134585136712158,35.46991208258819,0.005296640195368993,24.33532694587603,pLA
111,10.39425880394773,38.390054507441086,0.007912903760445884,27.995795703493357,pLA
112,11.481800162430043,33.133029800962746,0.004709772642613734,21.651229638532705,pLA
113,9.811081083777294,35.82227533863847,0.004760985433859532,26.011194254861174,pLA
114,10.738525101151849,35.66618656159312,0.005934616604779725,24.92766146044127,pLA
115,10.331212390023357,33.968823318505024,0.0056452817227198165,23.637610928481667,pLA
116,11.551554719992218,34.12704160732382,0.007320956535461893,22.5754868873316,pLA
117,10.940035337522062,35.09618247363697,0.004142923536719836,24.15614713611491,pLA
118,11.246300813456806,34.93832337624197,0.00417926908285965,23.692022562785162,pLA
119,11.200343024686871,36.38072222367814,0.008182749960517193,25.180379198991268,pLA
