iteration,cf.T0,cf.Tm,cf.q,Tbreadth,trait
1,9.78910750396578,33.71991054468313,0.003855312868059648,23.93080304071735,pLA
2,12.1713740059746,42.36458137334072,0.0027893399130383524,30.19320736736612,pLA
3,12.089429650960735,36.24868018704156,0.004688709552241849,24.159250536080823,pLA
4,9.670269986811075,33.8548161144783,0.0049181689083255984,24.184546127667222,pLA
5,6.2906658977507375,38.11272448041001,0.003076499605299117,31.82205858265927,pLA
6,10.625743221823186,36.54189212113846,0.004070200431020807,25.916148899315274,pLA
7,7.859907803848587,33.810495836360516,0.005022023135124763,25.95058803251193,pLA
8,11.200137543231927,41.17602649465435,0.0023913476508204234,29.975888951422426,pLA
9,9.776336221325687,40.45207627784868,0.0031672909384408508,30.675740056522997,pLA
10,9.79270408973928,35.596905656020006,0.0037270554912657893,25.804201566280724,pLA
11,10.280591713209365,41.6348424743667,0.0030647467362536294,31.354250761157335,pLA
12,6.553414448705251,38.29988513639858,0.0019163567464938855,31.74647068769333,pLA
13,13.321411824710871,33.359986376038336,0.005775163917043753,20.038574551327464,pLA
14,10.714492023012694,31.30767514959887,0.00546304841706595,20.593183126586176,pLA
15,9.321841824705418,36.10735455571873,0.004276453851170003,26.785512731013313,pLA
16,11.141793272527956,38.407211948443404,0.003739167962109581,27.26541867591545,pLA
17,7.153639766288062,39.24562439466849,0.0023695720145623625,32.09198462838043,pLA
18,11.417836746525815,34.59558071372325,0.005734008404225654,23.177743967197436,pLA
19,9.4580044303707,36.880740779946244,0.003324707685041556,27.422736349575544,pLA
20,11.069257374367403,44.916036503663065,0.002476704063817895,33.84677912929566,pLA
21,7.941137133854986,34.75753828905454,0.00409189816287995,26.81640115519955,pLA
22,10.642057047753827,34.00769230398954,0.004043048079072164,23.365635256235716,pLA
23,8.361861904904638,36.16652137718448,0.003878275555091567,27.804659472279845,pLA
24,9.136759089569363,36.32701629530736,0.004063622955013895,27.190257205737996,pLA
25,8.68192586364388,36.60467657969946,0.002915484454287817,27.922750716055578,pLA
26,11.423968387392515,34.11497009728555,0.004756115510952941,22.691001709893037,pLA
27,9.194745543186814,34.84049730395774,0.005069039637687277,25.645751760770928,pLA
28,10.193366467945115,38.23122704029881,0.004104636486157611,28.037860572353697,pLA
29,10.809042488274278,40.762509750412576,0.003412733628700753,29.953467262138297,pLA
30,9.457321059790315,36.49404212398934,0.003140446074536524,27.03672106419902,pLA
31,8.822991389666537,41.62926002559464,0.0029887164079917903,32.806268635928106,pLA
32,7.3533532340376535,38.72124885155073,0.002727395998877671,31.367895617513078,pLA
33,12.247972982986296,35.98134374278931,0.005046273387454659,23.733370759803016,pLA
34,8.67728249563218,38.93562026328782,0.0027445186468167903,30.258337767655636,pLA
35,10.43926110127643,32.60961161964392,0.006899661683824356,22.170350518367492,pLA
36,8.500132355574253,35.51820631404226,0.003832582421477277,27.01807395846801,pLA
37,9.779710183750591,38.38012632603708,0.0025102946348954307,28.600416142286488,pLA
38,8.913933592211064,35.87891302976311,0.0034526244488868006,26.964979437552046,pLA
39,8.858486029175758,38.75471721179612,0.0029574523938354965,29.89623118262036,pLA
40,10.129198127025672,34.11000343438058,0.00417382310963204,23.980805307354906,pLA
41,9.53311593163431,41.24239867279088,0.0025905661506777228,31.709282741156567,pLA
