term,mean,sd,lowerCI,lowerQ,median,upperQ,upperCI,trait
cf.T0,4.7273446418919844,4.08029843149531,-3.2533039308955414,1.767981368383567,5.047669233794812,7.798078015977208,11.864768526318729,EFGC
cf.Tm,35.45674721989776,2.965524738833488,29.31117587032124,33.48025564945284,35.507767911267514,37.66517523362044,40.520005312079896,EFGC
cf.q,0.2937892040833127,0.14207056112891614,0.13072923978678022,0.19168856143513335,0.25696422481448017,0.3563340187190396,0.690483487422462,EFGC
Topt,20.092033333333333,1.9380590475081485,16,18.8,20.2,21.4,23.6,EFGC
