iteration,cf.T0,cf.Tm,cf.q,Tbreadth,trait
1,1.3681121984903228,47.96255271978894,0.0017577841714933443,46.594440521298615,EV
2,1.9307309259967784,49.3934898080379,0.0017174566858377657,47.46275888204112,EV
3,0.846272473297422,47.83899942639912,0.0017283431880775514,46.992726953101695,EV
4,2.410483039287914,46.84134716447323,0.0017973243871316229,44.430864125185316,EV
5,0.7381529443619584,50.70675077278474,0.0015402844509814682,49.96859782842278,EV
6,2.9913591646747326,49.761522466815904,0.0016930027140081155,46.77016330214117,EV
7,0.3143701029616114,49.45241326204844,0.0016845994981152309,49.13804315908683,EV
8,4.198533196923483,45.400937554165516,0.0025357272480701224,41.20240435724203,EV
9,0.6314568586576669,47.039354596675295,0.0018797629987039703,46.40789773801763,EV
10,1.9037948442090324,49.80705045274605,0.0016939055109066003,47.903255608537016,EV
11,0.9894082087876959,47.984216591974054,0.0016441064722782792,46.99480838318636,EV
12,0.8418137778839095,47.25963256847604,0.0018451560776715037,46.417818790592136,EV
13,2.212034266044987,52.194961320772045,0.0011699213037043384,49.98292705472706,EV
14,2.574818410417561,46.93352319777118,0.0020595464860730666,44.358704787353616,EV
15,1.294119998103769,42.798173719181264,0.002403919018024048,41.5040537210775,EV
16,0.20522627329296023,52.134525367801,0.0013786907360115624,51.92929909450804,EV
17,0.2474160206266411,49.24212365523731,0.0015750646127185154,48.99470763461067,EV
18,0.0877474594857143,52.75505322158208,0.001415377306330624,52.66730576209637,EV
19,0.08719604950976009,51.45478319543211,0.0014771149978683572,51.36758714592235,EV
20,1.5216917706555027,40.19094997171226,0.0027487396100736436,38.669258201056756,EV
21,3.7292852590424412,45.93103728082643,0.002421346868608999,42.20175202178399,EV
22,5.014000280784536,44.63871805927097,0.0025103490495654844,39.624717778486435,EV
23,3.4213546823737815,50.82148260704683,0.0017627260370046286,47.40012792467305,EV
24,0.2432124369506023,49.82146476708494,0.0015514523936928331,49.57825233013434,EV
25,4.66420743836204,49.46201653290113,0.0019920831408126323,44.79780909453909,EV
26,0.7439616264274641,47.723808647684194,0.0017070593071824586,46.97984702125673,EV
