term,mean,sd,lowerCI,lowerQ,median,upperQ,upperCI,trait
cf.T0,6.92497146756648,4.142786753288987,-2.490442718353684,4.5392722730141735,7.677854939604882,9.724581715574006,14.281059778761133,a
cf.Tm,33.365060230435134,2.424027216552336,26.47072178756618,32.60378786608234,33.13309533224616,34.09966149776359,38.824786742497686,a
cf.q,2.4223884501637486e-4,1.7795696043631398e-4,1.0354773219719181e-4,1.7514188911467207e-4,2.2555505182699577e-4,2.693875398106886e-4,4.5987479979884064e-4,a
Topt,27.5323,1.7736780629967575,22.3975,27.1,27.4,28,31.6,a
